date,season,league,home_team,away_team,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home_win,odds_draw,odds_away_win
2009-09-27,2009-2010,SERIEA,Napoli,Siena,2,1,H,0.0,0.0,D,12.0,4.0,5.0,2.0,0.0,3.0,15.0,18.0,2.0,5.0,0.0,0.0,1.63,3.49,5.71
2009-09-27,2009-2010,SERIEA,Parma,Cagliari,0,2,A,0.0,1.0,A,7.0,10.0,1.0,6.0,10.0,0.0,18.0,16.0,3.0,3.0,0.0,0.0,1.89,3.22,4.2
2009-09-27,2009-2010,SERIEA,Udinese,Genoa,2,0,H,0.0,0.0,D,12.0,9.0,7.0,0.0,5.0,4.0,22.0,20.0,3.0,1.0,0.0,0.0,2.22,3.19,3.22
2009-09-28,2009-2010,EPL,Man City,West Ham,3,1,H,2.0,1.0,H,20.0,12.0,12.0,8.0,11.0,5.0,18.0,14.0,1.0,1.0,0.0,0.0,1.42,4.18,7.73
2009-10-02,2009-2010,BUNDESLIGA,Schalke 04,Ein Frankfurt,2,0,H,0.0,0.0,D,10.0,7.0,6.0,1.0,7.0,4.0,29.0,21.0,4.0,3.0,0.0,1.0,1.46,4.06,7.08
2009-10-03,2009-2010,BUNDESLIGA,Bayern Munich,FC Koln,0,0,D,0.0,0.0,D,13.0,5.0,2.0,1.0,9.0,0.0,11.0,23.0,1.0,4.0,0.0,0.0,1.21,6.01,11.89
2009-10-03,2009-2010,BUNDESLIGA,Bochum,Wolfsburg,1,1,D,0.0,0.0,D,10.0,22.0,2.0,5.0,4.0,7.0,20.0,12.0,1.0,2.0,1.0,0.0,4.07,3.5,1.83
2009-10-03,2009-2010,BUNDESLIGA,Hannover,Freiburg,5,2,H,3.0,1.0,H,19.0,14.0,9.0,4.0,3.0,6.0,9.0,16.0,0.0,2.0,0.0,0.0,2.1,3.31,3.36
2009-10-03,2009-2010,BUNDESLIGA,Leverkusen,Nurnberg,4,0,H,3.0,0.0,H,18.0,4.0,8.0,1.0,3.0,1.0,15.0,16.0,0.0,1.0,0.0,0.0,1.38,4.4,7.82
2009-10-03,2009-2010,BUNDESLIGA,M'gladbach,Dortmund,0,1,A,0.0,1.0,A,17.0,20.0,3.0,3.0,6.0,3.0,9.0,17.0,1.0,1.0,0.0,0.0,2.87,3.29,2.36
2009-10-03,2009-2010,BUNDESLIGA,Mainz,Hoffenheim,2,1,H,2.0,0.0,H,4.0,14.0,3.0,3.0,1.0,7.0,24.0,23.0,6.0,1.0,0.0,0.0,4.07,3.47,1.84
2009-10-03,2009-2010,EPL,Bolton,Tottenham,2,2,D,1.0,1.0,D,12.0,17.0,9.0,9.0,5.0,6.0,15.0,16.0,2.0,1.0,0.0,0.0,3.88,3.44,1.93
2009-10-03,2009-2010,EPL,Burnley,Birmingham,2,1,H,0.0,0.0,D,15.0,10.0,13.0,6.0,8.0,4.0,17.0,11.0,0.0,3.0,0.0,0.0,2.26,3.24,3.19
2009-10-03,2009-2010,EPL,Hull,Wigan,2,1,H,0.0,0.0,D,11.0,13.0,6.0,5.0,4.0,2.0,14.0,8.0,0.0,2.0,0.0,0.0,2.79,3.27,2.49
2009-10-03,2009-2010,EPL,Man United,Sunderland,2,2,D,0.0,1.0,A,17.0,4.0,9.0,3.0,14.0,1.0,11.0,15.0,2.0,3.0,0.0,1.0,1.2,6.18,14.34
2009-10-03,2009-2010,EPL,Wolves,Portsmouth,0,1,A,0.0,1.0,A,11.0,12.0,5.0,8.0,8.0,6.0,8.0,12.0,1.0,2.0,0.0,0.0,2.07,3.33,3.52
2009-10-03,2009-2010,LALIGA,Ath Madrid,Zaragoza,2,1,H,1.0,0.0,H,16.0,14.0,6.0,4.0,6.0,12.0,17.0,14.0,6.0,3.0,0.0,0.0,1.62,3.67,5.47
2009-10-03,2009-2010,LALIGA,Barcelona,Almeria,1,0,H,1.0,0.0,H,17.0,0.0,7.0,0.0,10.0,3.0,18.0,14.0,3.0,3.0,0.0,0.0,1.1,8.7,20.98
2009-10-03,2009-2010,LALIGA,Tenerife,La Coruna,0,1,A,0.0,0.0,D,17.0,11.0,4.0,5.0,6.0,9.0,20.0,13.0,2.0,1.0,0.0,0.0,2.56,3.21,2.69
2009-10-03,2009-2010,SERIEA,Bari,Catania,0,0,D,0.0,0.0,D,7.0,11.0,2.0,2.0,2.0,3.0,13.0,24.0,0.0,5.0,0.0,0.0,2.0,3.15,3.88
2009-10-03,2009-2010,SERIEA,Inter,Udinese,2,1,H,1.0,1.0,D,22.0,13.0,7.0,4.0,4.0,3.0,15.0,18.0,2.0,4.0,0.0,0.0,1.44,4.07,7.4
2009-10-04,2009-2010,BUNDESLIGA,Hertha,Hamburg,1,3,A,1.0,3.0,A,12.0,11.0,4.0,3.0,4.0,3.0,23.0,18.0,2.0,0.0,0.0,0.0,4.75,3.61,1.69
2009-10-04,2009-2010,BUNDESLIGA,Stuttgart,Werder Bremen,0,2,A,0.0,1.0,A,7.0,11.0,3.0,6.0,4.0,7.0,18.0,15.0,2.0,1.0,0.0,0.0,2.5,3.3,2.67
2009-10-04,2009-2010,EPL,Arsenal,Blackburn,6,2,H,3.0,2.0,H,24.0,7.0,18.0,7.0,8.0,1.0,9.0,10.0,1.0,1.0,0.0,0.0,1.22,5.88,13.2
2009-10-04,2009-2010,EPL,Chelsea,Liverpool,2,0,H,0.0,0.0,D,12.0,12.0,8.0,3.0,5.0,8.0,14.0,17.0,1.0,1.0,0.0,0.0,2.11,3.25,3.51
2009-10-04,2009-2010,EPL,Everton,Stoke,1,1,D,0.0,0.0,D,24.0,8.0,17.0,6.0,11.0,4.0,5.0,15.0,1.0,3.0,0.0,0.0,1.55,3.78,6.32
2009-10-04,2009-2010,EPL,West Ham,Fulham,2,2,D,1.0,0.0,H,20.0,10.0,10.0,6.0,8.0,4.0,12.0,9.0,3.0,2.0,0.0,1.0,2.16,3.24,3.42
2009-10-04,2009-2010,LALIGA,Getafe,Osasuna,2,1,H,0.0,0.0,D,14.0,13.0,7.0,2.0,5.0,5.0,16.0,19.0,2.0,2.0,0.0,0.0,2.01,3.31,3.64
2009-10-04,2009-2010,LALIGA,Santander,Valencia,0,1,A,0.0,0.0,D,18.0,7.0,6.0,2.0,6.0,1.0,21.0,20.0,1.0,3.0,0.0,0.0,3.29,3.34,2.13
2009-10-04,2009-2010,LALIGA,Sevilla,Real Madrid,2,1,H,1.0,0.0,H,24.0,17.0,10.0,3.0,14.0,6.0,20.0,9.0,4.0,3.0,0.0,0.0,3.6,3.47,1.97
2009-10-04,2009-2010,LALIGA,Sp Gijon,Mallorca,4,1,H,0.0,1.0,A,19.0,8.0,8.0,2.0,3.0,4.0,9.0,14.0,2.0,1.0,0.0,0.0,2.43,3.28,2.79
2009-10-04,2009-2010,LALIGA,Valladolid,Ath Bilbao,2,2,D,0.0,1.0,A,19.0,9.0,4.0,3.0,14.0,5.0,15.0,9.0,3.0,4.0,2.0,1.0,2.4,3.25,2.86
2009-10-04,2009-2010,LALIGA,Villarreal,Espanol,0,0,D,0.0,0.0,D,15.0,5.0,6.0,0.0,14.0,1.0,13.0,23.0,3.0,3.0,0.0,1.0,1.72,3.54,4.8
2009-10-04,2009-2010,LALIGA,Xerez,Malaga,1,1,D,0.0,0.0,D,6.0,18.0,3.0,4.0,4.0,8.0,14.0,22.0,3.0,2.0,0.0,1.0,2.43,3.24,2.82
2009-10-04,2009-2010,SERIEA,Atalanta,Milan,1,1,D,1.0,0.0,H,7.0,13.0,1.0,5.0,2.0,4.0,14.0,16.0,4.0,3.0,1.0,0.0,3.38,3.09,2.2
2009-10-04,2009-2010,SERIEA,Bologna,Genoa,1,3,A,0.0,2.0,A,19.0,9.0,5.0,5.0,8.0,2.0,18.0,20.0,3.0,1.0,0.0,1.0,2.98,3.09,2.41
2009-10-04,2009-2010,SERIEA,Cagliari,Chievo,1,2,A,1.0,1.0,D,5.0,10.0,2.0,5.0,7.0,6.0,18.0,17.0,2.0,2.0,0.0,0.0,2.13,3.1,3.51
2009-10-04,2009-2010,SERIEA,Fiorentina,Lazio,0,0,D,0.0,0.0,D,24.0,14.0,10.0,5.0,9.0,5.0,20.0,12.0,0.0,3.0,0.0,0.0,1.81,3.32,4.51
2009-10-04,2009-2010,SERIEA,Palermo,Juventus,2,0,H,2.0,0.0,H,24.0,16.0,8.0,0.0,7.0,4.0,17.0,16.0,2.0,4.0,0.0,0.0,3.78,3.21,2.0
2009-10-04,2009-2010,SERIEA,Roma,Napoli,2,1,H,1.0,1.0,D,15.0,9.0,3.0,2.0,5.0,3.0,17.0,20.0,2.0,2.0,0.0,0.0,1.7,3.4,5.16
2009-10-04,2009-2010,SERIEA,Sampdoria,Parma,1,1,D,1.0,1.0,D,16.0,10.0,3.0,4.0,7.0,2.0,10.0,25.0,1.0,4.0,0.0,0.0,1.63,3.49,5.66
2009-10-04,2009-2010,SERIEA,Siena,Livorno,0,0,D,0.0,0.0,D,22.0,5.0,6.0,1.0,11.0,1.0,23.0,10.0,1.0,1.0,0.0,1.0,2.01,3.1,3.92
2009-10-05,2009-2010,EPL,Aston Villa,Man City,1,1,D,1.0,0.0,H,12.0,9.0,6.0,7.0,6.0,6.0,10.0,8.0,1.0,2.0,0.0,0.0,2.65,3.27,2.6
2009-10-17,2009-2010,BUNDESLIGA,Ein Frankfurt,Hannover,2,1,H,1.0,0.0,H,16.0,11.0,5.0,5.0,4.0,6.0,19.0,23.0,1.0,2.0,0.0,0.0,2.2,3.28,3.16
2009-10-17,2009-2010,BUNDESLIGA,FC Koln,Mainz,1,0,H,1.0,0.0,H,12.0,8.0,4.0,0.0,8.0,3.0,17.0,18.0,1.0,0.0,0.0,0.0,2.09,3.31,3.38
2009-10-17,2009-2010,BUNDESLIGA,Freiburg,Bayern Munich,1,2,A,0.0,1.0,A,10.0,13.0,2.0,6.0,6.0,5.0,11.0,14.0,0.0,0.0,0.0,0.0,5.92,3.69,1.57
2009-10-17,2009-2010,BUNDESLIGA,Hamburg,Leverkusen,0,0,D,0.0,0.0,D,7.0,9.0,0.0,3.0,7.0,3.0,18.0,23.0,1.0,3.0,0.0,0.0,2.18,3.3,3.2
2009-10-17,2009-2010,BUNDESLIGA,Nurnberg,Hertha,3,0,H,2.0,0.0,H,18.0,9.0,8.0,3.0,9.0,4.0,15.0,21.0,1.0,4.0,0.0,0.0,2.14,3.29,3.27
2009-10-17,2009-2010,BUNDESLIGA,Stuttgart,Schalke 04,1,2,A,0.0,1.0,A,15.0,10.0,7.0,4.0,5.0,4.0,19.0,21.0,4.0,3.0,0.0,0.0,2.48,3.27,2.73
2009-10-17,2009-2010,BUNDESLIGA,Werder Bremen,Hoffenheim,2,0,H,2.0,0.0,H,17.0,7.0,6.0,5.0,5.0,5.0,20.0,21.0,3.0,7.0,0.0,0.0,1.81,3.54,4.15
2009-10-17,2009-2010,EPL,Arsenal,Birmingham,3,1,H,2.0,1.0,H,20.0,3.0,12.0,2.0,7.0,3.0,8.0,16.0,1.0,2.0,0.0,0.0,1.16,6.8,17.2
2009-10-17,2009-2010,EPL,Aston Villa,Chelsea,2,1,H,1.0,1.0,D,7.0,21.0,5.0,13.0,6.0,9.0,19.0,13.0,2.0,1.0,0.0,0.0,4.46,3.47,1.8
2009-10-17,2009-2010,EPL,Everton,Wolves,1,1,D,0.0,0.0,D,13.0,12.0,5.0,6.0,6.0,5.0,6.0,15.0,1.0,3.0,0.0,1.0,1.44,4.11,7.58
2009-10-17,2009-2010,EPL,Man United,Bolton,2,1,H,2.0,0.0,H,13.0,15.0,7.0,7.0,13.0,1.0,15.0,8.0,0.0,1.0,0.0,0.0,1.22,5.68,13.62
2009-10-17,2009-2010,EPL,Portsmouth,Tottenham,1,2,A,0.0,2.0,A,23.0,9.0,13.0,4.0,10.0,9.0,14.0,13.0,3.0,3.0,1.0,1.0,4.47,3.45,1.81
2009-10-17,2009-2010,EPL,Stoke,West Ham,2,1,H,1.0,1.0,D,11.0,12.0,4.0,11.0,5.0,6.0,16.0,13.0,3.0,3.0,0.0,0.0,2.11,3.25,3.5
2009-10-17,2009-2010,EPL,Sunderland,Liverpool,1,0,H,1.0,0.0,H,13.0,15.0,7.0,6.0,1.0,7.0,20.0,17.0,2.0,1.0,0.0,0.0,3.85,3.32,1.98
2009-10-17,2009-2010,LALIGA,La Coruna,Sevilla,1,0,H,1.0,0.0,H,9.0,10.0,2.0,1.0,3.0,5.0,10.0,19.0,0.0,1.0,0.0,0.0,3.45,3.29,2.09
2009-10-17,2009-2010,LALIGA,Real Madrid,Valladolid,4,2,H,3.0,1.0,H,19.0,19.0,6.0,8.0,6.0,12.0,11.0,16.0,2.0,2.0,0.0,0.0,1.15,7.33,15.38
2009-10-17,2009-2010,LALIGA,Valencia,Barcelona,0,0,D,0.0,0.0,D,13.0,12.0,4.0,3.0,5.0,6.0,15.0,11.0,4.0,2.0,0.0,0.0,4.71,3.62,1.71
2009-10-17,2009-2010,SERIEA,Genoa,Inter,0,5,A,0.0,3.0,A,5.0,13.0,2.0,6.0,6.0,2.0,16.0,17.0,2.0,3.0,1.0,0.0,3.09,3.13,2.31
2009-10-17,2009-2010,SERIEA,Juventus,Fiorentina,1,1,D,1.0,1.0,D,17.0,18.0,7.0,6.0,3.0,9.0,12.0,19.0,2.0,2.0,0.0,0.0,1.74,3.34,5.07
2009-10-18,2009-2010,BUNDESLIGA,Dortmund,Bochum,2,0,H,1.0,0.0,H,18.0,7.0,9.0,3.0,5.0,2.0,19.0,16.0,2.0,4.0,0.0,0.0,1.56,3.71,6.04
2009-10-18,2009-2010,BUNDESLIGA,Wolfsburg,M'gladbach,2,1,H,1.0,0.0,H,18.0,17.0,4.0,4.0,5.0,3.0,12.0,14.0,1.0,2.0,0.0,0.0,1.33,4.72,8.59
2009-10-18,2009-2010,EPL,Blackburn,Burnley,3,2,H,3.0,1.0,H,12.0,9.0,6.0,5.0,3.0,2.0,18.0,14.0,3.0,3.0,0.0,0.0,1.74,3.49,4.86
2009-10-18,2009-2010,EPL,Wigan,Man City,1,1,D,1.0,0.0,H,13.0,5.0,7.0,4.0,6.0,6.0,15.0,11.0,2.0,1.0,0.0,1.0,4.88,3.54,1.72
2009-10-18,2009-2010,LALIGA,Ath Bilbao,Sp Gijon,1,2,A,0.0,0.0,D,17.0,9.0,2.0,3.0,5.0,3.0,16.0,21.0,4.0,3.0,0.0,0.0,1.83,3.42,4.2
2009-10-18,2009-2010,LALIGA,Espanol,Tenerife,2,1,H,1.0,1.0,D,15.0,8.0,7.0,4.0,5.0,2.0,11.0,14.0,2.0,4.0,0.0,0.0,1.85,3.38,4.17
2009-10-18,2009-2010,LALIGA,Malaga,Almeria,1,2,A,0.0,2.0,A,16.0,18.0,5.0,7.0,6.0,3.0,23.0,18.0,4.0,3.0,0.0,0.0,2.08,3.27,3.43
2009-10-18,2009-2010,LALIGA,Mallorca,Getafe,3,1,H,1.0,0.0,H,14.0,14.0,8.0,4.0,7.0,5.0,26.0,24.0,3.0,3.0,0.0,0.0,2.14,3.29,3.26
2009-10-18,2009-2010,LALIGA,Osasuna,Ath Madrid,3,0,H,3.0,0.0,H,14.0,20.0,6.0,5.0,8.0,7.0,19.0,18.0,1.0,3.0,0.0,0.0,2.71,3.27,2.49
2009-10-18,2009-2010,LALIGA,Xerez,Villarreal,2,1,H,1.0,1.0,D,11.0,13.0,3.0,6.0,3.0,4.0,16.0,14.0,2.0,3.0,0.0,1.0,3.73,3.36,1.96
2009-10-18,2009-2010,LALIGA,Zaragoza,Santander,2,2,D,2.0,0.0,H,17.0,14.0,4.0,3.0,6.0,7.0,11.0,13.0,2.0,3.0,1.0,0.0,2.0,3.34,3.61
2009-10-18,2009-2010,SERIEA,Catania,Cagliari,2,1,H,1.0,1.0,D,10.0,5.0,2.0,1.0,6.0,1.0,21.0,26.0,2.0,3.0,0.0,0.0,2.4,3.05,3.0
2009-10-18,2009-2010,SERIEA,Chievo,Bari,1,2,A,0.0,1.0,A,27.0,13.0,9.0,5.0,10.0,1.0,19.0,23.0,4.0,3.0,0.0,0.0,2.01,3.05,3.95
2009-10-18,2009-2010,SERIEA,Lazio,Sampdoria,1,1,D,1.0,1.0,D,20.0,16.0,7.0,9.0,2.0,5.0,22.0,18.0,1.0,0.0,1.0,1.0,2.31,3.12,3.09
2009-10-18,2009-2010,SERIEA,Livorno,Palermo,1,2,A,0.0,0.0,D,18.0,8.0,4.0,2.0,2.0,0.0,13.0,14.0,1.0,3.0,0.0,0.0,3.01,3.04,2.4
2009-10-18,2009-2010,SERIEA,Milan,Roma,2,1,H,0.0,1.0,A,12.0,20.0,5.0,9.0,8.0,7.0,22.0,25.0,4.0,4.0,1.0,0.0,2.11,3.18,3.44
2009-10-18,2009-2010,SERIEA,Napoli,Bologna,2,1,H,0.0,1.0,A,22.0,8.0,7.0,3.0,10.0,4.0,14.0,21.0,3.0,3.0,0.0,0.0,1.56,3.55,6.47
2009-10-18,2009-2010,SERIEA,Parma,Siena,1,0,H,1.0,0.0,H,20.0,7.0,9.0,1.0,8.0,3.0,18.0,18.0,4.0,2.0,0.0,1.0,1.92,3.18,4.08
2009-10-18,2009-2010,SERIEA,Udinese,Atalanta,1,3,A,1.0,1.0,D,20.0,12.0,5.0,5.0,14.0,0.0,21.0,15.0,2.0,1.0,0.0,0.0,1.68,3.41,5.28
2009-10-19,2009-2010,EPL,Fulham,Hull,2,0,H,1.0,0.0,H,17.0,5.0,11.0,2.0,7.0,4.0,13.0,15.0,1.0,1.0,0.0,0.0,1.67,3.56,5.31
2009-10-23,2009-2010,BUNDESLIGA,Leverkusen,Dortmund,1,1,D,0.0,1.0,A,16.0,4.0,4.0,1.0,4.0,3.0,13.0,22.0,4.0,2.0,0.0,0.0,1.76,3.48,4.62
2009-10-24,2009-2010,BUNDESLIGA,Bayern Munich,Ein Frankfurt,2,1,H,0.0,0.0,D,23.0,7.0,9.0,2.0,9.0,3.0,14.0,22.0,0.0,0.0,0.0,0.0,1.23,5.57,11.49
2009-10-24,2009-2010,BUNDESLIGA,Hannover,Stuttgart,1,0,H,1.0,0.0,H,5.0,14.0,1.0,8.0,1.0,3.0,30.0,17.0,3.0,6.0,0.0,0.0,2.73,3.29,2.45
2009-10-24,2009-2010,BUNDESLIGA,Hoffenheim,Nurnberg,3,0,H,2.0,0.0,H,12.0,3.0,4.0,1.0,4.0,2.0,15.0,28.0,1.0,2.0,0.0,0.0,1.39,4.35,7.83
2009-10-24,2009-2010,BUNDESLIGA,M'gladbach,FC Koln,0,0,D,0.0,0.0,D,18.0,5.0,4.0,2.0,10.0,3.0,15.0,25.0,0.0,1.0,0.0,0.0,2.25,3.26,3.06
2009-10-24,2009-2010,BUNDESLIGA,Mainz,Freiburg,3,0,H,1.0,0.0,H,11.0,17.0,5.0,3.0,3.0,8.0,17.0,20.0,2.0,1.0,0.0,0.0,2.07,3.3,3.41
2009-10-24,2009-2010,EPL,Birmingham,Sunderland,2,1,H,1.0,0.0,H,19.0,14.0,13.0,6.0,6.0,8.0,9.0,14.0,3.0,1.0,0.0,0.0,2.77,3.24,2.51
2009-10-24,2009-2010,EPL,Burnley,Wigan,1,3,A,1.0,1.0,D,12.0,13.0,9.0,8.0,7.0,4.0,12.0,11.0,2.0,0.0,0.0,0.0,2.43,3.24,2.88
2009-10-24,2009-2010,EPL,Chelsea,Blackburn,5,0,H,1.0,0.0,H,26.0,5.0,15.0,2.0,8.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,1.19,6.12,15.98
2009-10-24,2009-2010,EPL,Hull,Portsmouth,0,0,D,0.0,0.0,D,7.0,8.0,3.0,2.0,6.0,6.0,16.0,23.0,2.0,1.0,0.0,0.0,2.5,3.23,2.8
2009-10-24,2009-2010,EPL,Tottenham,Stoke,0,1,A,0.0,0.0,D,22.0,8.0,12.0,2.0,7.0,1.0,8.0,18.0,0.0,3.0,0.0,0.0,1.43,4.16,7.67
2009-10-24,2009-2010,EPL,Wolves,Aston Villa,1,1,D,0.0,0.0,D,8.0,12.0,4.0,8.0,8.0,3.0,10.0,16.0,1.0,2.0,0.0,0.0,3.42,3.29,2.12
2009-10-24,2009-2010,LALIGA,Ath Madrid,Mallorca,1,1,D,0.0,0.0,D,25.0,8.0,6.0,2.0,11.0,3.0,15.0,25.0,0.0,3.0,0.0,2.0,1.78,3.51,4.31
2009-10-24,2009-2010,LALIGA,Sevilla,Espanol,0,0,D,0.0,0.0,D,28.0,8.0,8.0,1.0,11.0,0.0,13.0,19.0,2.0,5.0,0.0,1.0,1.46,4.08,6.81
2009-10-24,2009-2010,LALIGA,Sp Gijon,Real Madrid,0,0,D,0.0,0.0,D,10.0,13.0,2.0,5.0,3.0,7.0,20.0,10.0,2.0,4.0,0.0,0.0,6.16,4.09,1.49
2009-10-24,2009-2010,SERIEA,Inter,Catania,2,1,H,2.0,0.0,H,10.0,13.0,5.0,6.0,6.0,3.0,16.0,22.0,2.0,3.0,0.0,0.0,1.23,5.37,12.65
2009-10-24,2009-2010,SERIEA,Sampdoria,Bologna,4,1,H,4.0,0.0,H,13.0,9.0,7.0,1.0,7.0,4.0,20.0,16.0,2.0,2.0,0.0,1.0,1.55,3.59,6.55
2009-10-25,2009-2010,BUNDESLIGA,Bochum,Werder Bremen,1,4,A,1.0,2.0,A,14.0,15.0,3.0,10.0,7.0,4.0,18.0,17.0,2.0,0.0,0.0,0.0,4.87,3.59,1.68
2009-10-25,2009-2010,BUNDESLIGA,Hertha,Wolfsburg,0,0,D,0.0,0.0,D,18.0,12.0,6.0,3.0,7.0,7.0,17.0,16.0,1.0,6.0,0.0,0.0,4.6,3.55,1.72
2009-10-25,2009-2010,BUNDESLIGA,Schalke 04,Hamburg,3,3,D,0.0,2.0,A,19.0,9.0,11.0,5.0,3.0,2.0,17.0,17.0,2.0,3.0,0.0,1.0,2.19,3.27,3.18
2009-10-25,2009-2010,EPL,Bolton,Everton,3,2,H,2.0,1.0,H,12.0,17.0,8.0,12.0,4.0,4.0,14.0,15.0,3.0,1.0,0.0,0.0,2.61,3.23,2.66
2009-10-25,2009-2010,EPL,Liverpool,Man United,2,0,H,0.0,0.0,D,11.0,7.0,6.0,5.0,5.0,1.0,20.0,11.0,2.0,3.0,1.0,1.0,2.86,3.22,2.47
2009-10-25,2009-2010,EPL,Man City,Fulham,2,2,D,0.0,0.0,D,20.0,11.0,7.0,5.0,14.0,2.0,11.0,12.0,0.0,2.0,0.0,0.0,1.45,4.05,7.63
2009-10-25,2009-2010,EPL,West Ham,Arsenal,2,2,D,0.0,2.0,A,15.0,15.0,9.0,10.0,6.0,8.0,17.0,15.0,3.0,2.0,1.0,0.0,6.99,3.96,1.49
2009-10-25,2009-2010,LALIGA,Almeria,Valencia,0,3,A,0.0,0.0,D,9.0,18.0,2.0,7.0,4.0,6.0,24.0,18.0,3.0,4.0,1.0,0.0,3.19,3.29,2.24
2009-10-25,2009-2010,LALIGA,Barcelona,Zaragoza,6,1,H,3.0,0.0,H,17.0,7.0,13.0,5.0,6.0,1.0,9.0,14.0,0.0,2.0,0.0,0.0,1.13,7.73,16.49
2009-10-25,2009-2010,LALIGA,Getafe,Ath Bilbao,2,0,H,0.0,0.0,D,21.0,9.0,10.0,4.0,13.0,2.0,17.0,15.0,2.0,2.0,0.0,2.0,1.97,3.35,3.7
2009-10-25,2009-2010,LALIGA,Santander,Osasuna,1,1,D,0.0,0.0,D,12.0,5.0,4.0,2.0,6.0,5.0,21.0,20.0,1.0,5.0,0.0,0.0,2.26,3.24,3.07
2009-10-25,2009-2010,LALIGA,Tenerife,Xerez,1,0,H,0.0,0.0,D,22.0,7.0,4.0,1.0,10.0,3.0,12.0,11.0,1.0,1.0,0.0,0.0,1.85,3.34,4.2
2009-10-25,2009-2010,LALIGA,Valladolid,La Coruna,4,0,H,1.0,0.0,H,19.0,11.0,8.0,3.0,4.0,5.0,14.0,10.0,3.0,1.0,0.0,0.0,2.56,3.21,2.66
2009-10-25,2009-2010,LALIGA,Villarreal,Malaga,2,1,H,1.0,1.0,D,17.0,9.0,6.0,2.0,3.0,6.0,14.0,10.0,3.0,3.0,0.0,0.0,1.64,3.63,5.19
2009-10-25,2009-2010,SERIEA,Atalanta,Parma,3,1,H,1.0,0.0,H,15.0,19.0,5.0,7.0,3.0,7.0,21.0,24.0,2.0,2.0,0.0,0.0,2.07,3.13,3.65
2009-10-25,2009-2010,SERIEA,Bari,Lazio,2,0,H,1.0,0.0,H,18.0,7.0,5.0,3.0,3.0,6.0,15.0,18.0,3.0,2.0,0.0,1.0,2.56,3.03,2.78
2009-10-25,2009-2010,SERIEA,Cagliari,Genoa,3,2,H,0.0,1.0,A,16.0,5.0,6.0,3.0,6.0,3.0,18.0,21.0,3.0,4.0,0.0,1.0,2.6,3.07,2.72
2009-10-25,2009-2010,SERIEA,Chievo,Milan,1,2,A,1.0,0.0,H,9.0,22.0,3.0,10.0,6.0,7.0,11.0,9.0,2.0,1.0,0.0,0.0,3.71,3.15,2.02
2009-10-25,2009-2010,SERIEA,Fiorentina,Napoli,0,1,A,0.0,0.0,D,18.0,11.0,4.0,7.0,5.0,4.0,21.0,15.0,3.0,4.0,0.0,0.0,1.75,3.35,4.76
2009-10-25,2009-2010,SERIEA,Palermo,Udinese,1,0,H,0.0,0.0,D,15.0,21.0,7.0,7.0,7.0,11.0,14.0,13.0,2.0,2.0,0.0,0.0,2.07,3.21,3.5
2009-10-25,2009-2010,SERIEA,Roma,Livorno,0,1,A,0.0,1.0,A,29.0,9.0,5.0,2.0,8.0,2.0,16.0,16.0,1.0,2.0,0.0,1.0,1.34,4.48,9.35
2009-10-25,2009-2010,SERIEA,Siena,Juventus,0,1,A,0.0,0.0,D,6.0,12.0,2.0,1.0,2.0,4.0,13.0,21.0,1.0,2.0,0.0,0.0,6.09,3.55,1.58
2009-10-28,2009-2010,SERIEA,Bologna,Siena,2,1,H,1.0,0.0,H,8.0,19.0,3.0,8.0,1.0,8.0,26.0,19.0,3.0,1.0,0.0,0.0,2.24,3.06,3.26
2009-10-28,2009-2010,SERIEA,Catania,Chievo,1,2,A,1.0,1.0,D,17.0,8.0,2.0,4.0,7.0,6.0,20.0,23.0,2.0,3.0,1.0,0.0,2.23,3.05,3.28
2009-10-28,2009-2010,SERIEA,Genoa,Fiorentina,2,1,H,1.0,0.0,H,10.0,11.0,5.0,5.0,0.0,4.0,20.0,18.0,2.0,1.0,0.0,0.0,2.41,3.09,2.91
2009-10-28,2009-2010,SERIEA,Juventus,Sampdoria,5,1,H,2.0,0.0,H,20.0,6.0,9.0,2.0,5.0,1.0,22.0,23.0,1.0,1.0,0.0,0.0,1.74,3.35,4.87
2009-10-28,2009-2010,SERIEA,Lazio,Cagliari,0,1,A,0.0,0.0,D,23.0,14.0,7.0,6.0,9.0,1.0,15.0,23.0,4.0,4.0,0.0,0.0,1.78,3.3,4.62
2009-10-28,2009-2010,SERIEA,Livorno,Atalanta,1,0,H,0.0,0.0,D,10.0,10.0,3.0,2.0,6.0,9.0,20.0,16.0,3.0,2.0,0.0,0.0,2.41,3.04,2.96
2009-10-28,2009-2010,SERIEA,Napoli,Milan,2,2,D,0.0,2.0,A,25.0,4.0,10.0,2.0,13.0,1.0,14.0,20.0,4.0,1.0,0.0,1.0,2.82,3.1,2.49
2009-10-28,2009-2010,SERIEA,Parma,Bari,2,0,H,0.0,0.0,D,7.0,4.0,2.0,0.0,2.0,2.0,17.0,14.0,2.0,2.0,0.0,0.0,2.05,3.11,3.7
