date,season,league,home_team,away_team,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home_win,odds_draw,odds_away_win
2008-08-16,2008-2009,EPL,Arsenal,West Brom,1,0,H,1.0,0.0,H,24.0,5.0,14.0,4.0,7.0,5.0,11.0,8.0,0.0,0.0,0.0,0.0,1.22,5.6,13.52
2008-08-16,2008-2009,EPL,Bolton,Stoke,3,1,H,3.0,0.0,H,14.0,8.0,8.0,2.0,4.0,3.0,13.0,12.0,1.0,2.0,0.0,0.0,1.81,3.35,4.54
2008-08-16,2008-2009,EPL,Everton,Blackburn,2,3,A,1.0,1.0,D,10.0,15.0,5.0,11.0,3.0,5.0,11.0,9.0,2.0,2.0,0.0,0.0,1.98,3.25,3.86
2008-08-16,2008-2009,EPL,Hull,Fulham,2,1,H,1.0,1.0,D,11.0,12.0,6.0,6.0,5.0,6.0,10.0,9.0,3.0,0.0,0.0,0.0,2.56,3.23,2.68
2008-08-16,2008-2009,EPL,Middlesbrough,Tottenham,2,1,H,0.0,0.0,D,14.0,8.0,10.0,5.0,7.0,9.0,11.0,12.0,1.0,2.0,0.0,0.0,3.19,3.31,2.2
2008-08-16,2008-2009,EPL,Sunderland,Liverpool,0,1,A,0.0,0.0,D,6.0,14.0,3.0,8.0,1.0,8.0,13.0,12.0,0.0,2.0,0.0,0.0,5.24,3.5,1.68
2008-08-16,2008-2009,EPL,West Ham,Wigan,2,1,H,2.0,0.0,H,15.0,22.0,8.0,9.0,6.0,10.0,14.0,11.0,2.0,1.0,0.0,0.0,1.94,3.27,3.98
2008-08-17,2008-2009,EPL,Aston Villa,Man City,4,2,H,0.0,0.0,D,14.0,13.0,10.0,8.0,7.0,8.0,8.0,11.0,0.0,1.0,0.0,0.0,1.84,3.32,4.36
2008-08-17,2008-2009,EPL,Chelsea,Portsmouth,4,0,H,3.0,0.0,H,18.0,12.0,11.0,8.0,8.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,1.32,4.69,10.05
2008-08-17,2008-2009,EPL,Man United,Newcastle,1,1,D,1.0,1.0,D,18.0,11.0,12.0,4.0,6.0,6.0,15.0,11.0,3.0,0.0,0.0,0.0,1.28,5.03,11.0
2008-08-23,2008-2009,EPL,Blackburn,Hull,1,1,D,1.0,1.0,D,12.0,7.0,5.0,4.0,6.0,3.0,11.0,15.0,0.0,1.0,0.0,0.0,1.58,3.64,6.16
2008-08-23,2008-2009,EPL,Fulham,Arsenal,1,0,H,1.0,0.0,H,5.0,15.0,2.0,6.0,1.0,5.0,14.0,6.0,2.0,0.0,0.0,0.0,6.09,3.65,1.58
2008-08-23,2008-2009,EPL,Liverpool,Middlesbrough,2,1,H,0.0,0.0,D,16.0,9.0,8.0,4.0,14.0,3.0,10.0,12.0,2.0,1.0,0.0,0.0,1.37,4.38,8.86
2008-08-23,2008-2009,EPL,Newcastle,Bolton,1,0,H,0.0,0.0,D,10.0,9.0,8.0,4.0,4.0,6.0,8.0,13.0,1.0,2.0,0.0,0.0,1.78,3.43,4.61
2008-08-23,2008-2009,EPL,Stoke,Aston Villa,3,2,H,1.0,0.0,H,8.0,5.0,2.0,2.0,2.0,8.0,15.0,5.0,1.0,0.0,0.0,0.0,5.01,3.51,1.7
2008-08-23,2008-2009,EPL,Tottenham,Sunderland,1,2,A,0.0,0.0,D,18.0,12.0,11.0,7.0,12.0,6.0,12.0,12.0,1.0,2.0,0.0,0.0,1.49,3.85,7.01
2008-08-23,2008-2009,EPL,West Brom,Everton,1,2,A,0.0,0.0,D,14.0,9.0,4.0,7.0,11.0,5.0,11.0,14.0,3.0,1.0,0.0,0.0,2.8,3.23,2.48
2008-08-24,2008-2009,EPL,Man City,West Ham,3,0,H,0.0,0.0,D,14.0,3.0,9.0,0.0,6.0,3.0,12.0,16.0,0.0,2.0,0.0,1.0,2.25,3.25,3.15
2008-08-24,2008-2009,EPL,Wigan,Chelsea,0,1,A,0.0,1.0,A,10.0,7.0,6.0,3.0,7.0,7.0,13.0,17.0,1.0,2.0,0.0,0.0,8.2,4.25,1.4
2008-08-25,2008-2009,EPL,Portsmouth,Man United,0,1,A,0.0,1.0,A,13.0,12.0,6.0,7.0,4.0,3.0,11.0,11.0,2.0,2.0,0.0,0.0,4.71,3.33,1.78
2008-08-30,2008-2009,EPL,Arsenal,Newcastle,3,0,H,2.0,0.0,H,20.0,4.0,14.0,2.0,12.0,1.0,12.0,11.0,2.0,2.0,0.0,0.0,1.43,3.95,8.06
2008-08-30,2008-2009,EPL,Bolton,West Brom,0,0,D,0.0,0.0,D,18.0,12.0,9.0,7.0,7.0,5.0,18.0,16.0,2.0,2.0,0.0,0.0,1.87,3.3,4.25
2008-08-30,2008-2009,EPL,Everton,Portsmouth,0,3,A,0.0,2.0,A,16.0,6.0,7.0,5.0,4.0,3.0,5.0,11.0,1.0,0.0,0.0,0.0,2.04,3.26,3.6
2008-08-30,2008-2009,EPL,Hull,Wigan,0,5,A,0.0,2.0,A,10.0,8.0,5.0,5.0,7.0,3.0,18.0,12.0,1.0,0.0,0.0,0.0,2.47,3.2,2.8
2008-08-30,2008-2009,EPL,Middlesbrough,Stoke,2,1,H,1.0,0.0,H,21.0,7.0,12.0,2.0,4.0,5.0,14.0,18.0,2.0,4.0,0.0,1.0,1.59,3.58,6.09
2008-08-30,2008-2009,EPL,West Ham,Blackburn,4,1,H,2.0,1.0,H,11.0,12.0,6.0,7.0,10.0,4.0,14.0,21.0,1.0,5.0,0.0,0.0,2.39,3.24,2.88
2008-08-30,2008-2009,LALIGA,Espanol,Valladolid,1,0,H,0.0,0.0,D,10.0,11.0,2.0,1.0,1.0,9.0,18.0,17.0,3.0,5.0,0.0,0.0,1.9,3.25,3.99
2008-08-30,2008-2009,LALIGA,Valencia,Mallorca,3,0,H,2.0,0.0,H,17.0,16.0,6.0,2.0,5.0,6.0,17.0,14.0,4.0,0.0,0.0,0.0,1.7,3.42,4.85
2008-08-30,2008-2009,SERIEA,Sampdoria,Inter,1,1,D,0.0,1.0,A,18.0,15.0,3.0,4.0,9.0,8.0,19.0,20.0,2.0,2.0,0.0,0.0,4.25,3.11,1.89
2008-08-30,2008-2009,SERIEA,Udinese,Palermo,3,1,H,2.0,0.0,H,22.0,14.0,7.0,4.0,10.0,4.0,17.0,15.0,2.0,4.0,0.0,0.0,2.06,3.01,3.69
2008-08-31,2008-2009,EPL,Aston Villa,Liverpool,0,0,D,0.0,0.0,D,5.0,8.0,2.0,3.0,5.0,8.0,9.0,13.0,0.0,2.0,0.0,0.0,2.92,3.21,2.37
2008-08-31,2008-2009,EPL,Chelsea,Tottenham,1,1,D,1.0,1.0,D,12.0,6.0,3.0,6.0,5.0,8.0,10.0,13.0,3.0,0.0,0.0,0.0,1.4,4.18,8.46
2008-08-31,2008-2009,EPL,Sunderland,Man City,0,3,A,0.0,1.0,A,10.0,9.0,4.0,8.0,3.0,3.0,20.0,11.0,4.0,2.0,0.0,0.0,2.19,3.23,3.25
2008-08-31,2008-2009,LALIGA,Ath Bilbao,Almeria,1,3,A,0.0,2.0,A,10.0,11.0,4.0,5.0,2.0,6.0,35.0,20.0,2.0,4.0,0.0,0.0,1.96,3.23,3.7
2008-08-31,2008-2009,LALIGA,Ath Madrid,Malaga,4,0,H,3.0,0.0,H,25.0,7.0,9.0,2.0,11.0,7.0,16.0,13.0,1.0,2.0,0.0,0.0,1.44,3.92,7.42
2008-08-31,2008-2009,LALIGA,Betis,Recreativo,0,1,A,0.0,1.0,A,8.0,13.0,2.0,6.0,2.0,2.0,17.0,18.0,3.0,1.0,0.0,0.0,1.86,3.26,4.15
2008-08-31,2008-2009,LALIGA,La Coruna,Real Madrid,2,1,H,1.0,0.0,H,11.0,18.0,3.0,4.0,6.0,5.0,18.0,17.0,4.0,3.0,0.0,0.0,3.49,3.27,2.04
2008-08-31,2008-2009,LALIGA,Numancia,Barcelona,1,0,H,1.0,0.0,H,5.0,25.0,2.0,5.0,2.0,7.0,16.0,8.0,0.0,2.0,0.0,0.0,6.6,3.74,1.5
2008-08-31,2008-2009,LALIGA,Osasuna,Villarreal,1,1,D,0.0,0.0,D,10.0,12.0,1.0,3.0,10.0,2.0,18.0,10.0,2.0,1.0,1.0,1.0,2.76,3.22,2.42
2008-08-31,2008-2009,LALIGA,Santander,Sevilla,1,1,D,0.0,0.0,D,7.0,13.0,2.0,4.0,4.0,6.0,20.0,11.0,2.0,0.0,0.0,0.0,2.74,3.21,2.44
2008-08-31,2008-2009,LALIGA,Sp Gijon,Getafe,1,2,A,1.0,1.0,D,13.0,16.0,2.0,9.0,2.0,7.0,16.0,15.0,4.0,2.0,0.0,0.0,2.55,3.17,2.61
2008-08-31,2008-2009,SERIEA,Atalanta,Siena,1,0,H,1.0,0.0,H,10.0,5.0,3.0,1.0,3.0,6.0,18.0,24.0,1.0,1.0,0.0,1.0,1.97,3.0,4.04
2008-08-31,2008-2009,SERIEA,Cagliari,Lazio,1,4,A,1.0,0.0,H,18.0,17.0,4.0,8.0,8.0,3.0,12.0,17.0,4.0,1.0,1.0,0.0,2.78,2.96,2.57
2008-08-31,2008-2009,SERIEA,Catania,Genoa,1,0,H,0.0,0.0,D,7.0,12.0,4.0,3.0,3.0,8.0,22.0,30.0,5.0,3.0,0.0,0.0,2.34,2.95,3.11
2008-08-31,2008-2009,SERIEA,Chievo,Reggina,2,1,H,0.0,0.0,D,15.0,9.0,7.0,2.0,4.0,9.0,15.0,16.0,3.0,1.0,1.0,0.0,2.1,2.98,3.62
2008-08-31,2008-2009,SERIEA,Fiorentina,Juventus,1,1,D,0.0,1.0,A,13.0,18.0,2.0,5.0,3.0,3.0,18.0,25.0,1.0,3.0,1.0,0.0,2.66,2.96,2.67
2008-08-31,2008-2009,SERIEA,Milan,Bologna,1,2,A,1.0,1.0,D,23.0,13.0,8.0,3.0,4.0,1.0,16.0,12.0,1.0,3.0,0.0,0.0,1.31,4.53,10.13
2008-08-31,2008-2009,SERIEA,Roma,Napoli,1,1,D,1.0,0.0,H,17.0,19.0,7.0,5.0,6.0,8.0,17.0,22.0,2.0,1.0,0.0,1.0,1.56,3.45,6.44
2008-08-31,2008-2009,SERIEA,Torino,Lecce,3,0,H,2.0,0.0,H,13.0,18.0,6.0,4.0,6.0,6.0,11.0,17.0,1.0,3.0,0.0,0.0,1.78,3.1,4.89
2008-09-13,2008-2009,EPL,Blackburn,Arsenal,0,4,A,0.0,2.0,A,10.0,17.0,3.0,10.0,5.0,5.0,8.0,8.0,1.0,1.0,0.0,0.0,4.49,3.39,1.8
2008-09-13,2008-2009,EPL,Fulham,Bolton,2,1,H,2.0,0.0,H,20.0,8.0,13.0,7.0,12.0,6.0,15.0,11.0,1.0,1.0,0.0,0.0,2.17,3.23,3.3
2008-09-13,2008-2009,EPL,Liverpool,Man United,2,1,H,1.0,1.0,D,16.0,7.0,11.0,3.0,5.0,4.0,10.0,18.0,0.0,3.0,0.0,1.0,2.81,3.04,2.57
2008-09-13,2008-2009,EPL,Man City,Chelsea,1,3,A,1.0,1.0,D,13.0,18.0,7.0,8.0,8.0,5.0,14.0,10.0,0.0,1.0,0.0,1.0,4.21,3.32,1.87
2008-09-13,2008-2009,EPL,Newcastle,Hull,1,2,A,0.0,1.0,A,13.0,8.0,4.0,4.0,5.0,3.0,13.0,17.0,0.0,2.0,1.0,0.0,1.64,3.53,5.56
2008-09-13,2008-2009,EPL,Portsmouth,Middlesbrough,2,1,H,0.0,1.0,A,21.0,7.0,12.0,3.0,3.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0,1.97,3.31,3.76
2008-09-13,2008-2009,EPL,West Brom,West Ham,3,2,H,2.0,2.0,D,13.0,21.0,8.0,13.0,8.0,8.0,9.0,18.0,1.0,1.0,0.0,0.0,2.4,3.22,2.88
2008-09-13,2008-2009,EPL,Wigan,Sunderland,1,1,D,0.0,1.0,A,12.0,6.0,8.0,5.0,8.0,6.0,10.0,9.0,1.0,1.0,1.0,0.0,2.03,3.26,3.64
2008-09-13,2008-2009,LALIGA,Barcelona,Santander,1,1,D,0.0,0.0,D,18.0,2.0,7.0,1.0,9.0,1.0,9.0,20.0,1.0,7.0,0.0,0.0,1.29,4.82,9.96
2008-09-13,2008-2009,LALIGA,Valladolid,Ath Madrid,2,1,H,2.0,0.0,H,9.0,19.0,4.0,8.0,9.0,5.0,19.0,15.0,2.0,2.0,1.0,0.0,3.05,3.23,2.24
2008-09-13,2008-2009,SERIEA,Inter,Catania,2,1,H,1.0,1.0,D,21.0,12.0,6.0,1.0,8.0,5.0,15.0,27.0,2.0,5.0,1.0,0.0,1.24,5.04,12.24
2008-09-13,2008-2009,SERIEA,Palermo,Roma,3,1,H,1.0,1.0,D,18.0,20.0,6.0,7.0,5.0,3.0,24.0,13.0,1.0,2.0,0.0,0.0,3.46,3.02,2.15
2008-09-14,2008-2009,EPL,Stoke,Everton,2,3,A,0.0,1.0,A,12.0,8.0,7.0,5.0,7.0,8.0,10.0,19.0,2.0,1.0,0.0,0.0,3.25,3.25,2.19
2008-09-14,2008-2009,LALIGA,Almeria,Valencia,2,2,D,2.0,1.0,H,12.0,11.0,3.0,3.0,2.0,3.0,17.0,20.0,2.0,2.0,0.0,0.0,2.69,3.18,2.49
2008-09-14,2008-2009,LALIGA,Getafe,Betis,0,0,D,0.0,0.0,D,26.0,16.0,7.0,4.0,7.0,6.0,17.0,19.0,2.0,5.0,0.0,0.0,2.03,3.23,3.51
2008-09-14,2008-2009,LALIGA,Malaga,Ath Bilbao,0,0,D,0.0,0.0,D,11.0,11.0,2.0,4.0,6.0,4.0,21.0,20.0,2.0,1.0,0.0,0.0,2.44,3.17,2.77
2008-09-14,2008-2009,LALIGA,Mallorca,Osasuna,1,1,D,1.0,0.0,H,11.0,14.0,3.0,7.0,3.0,4.0,19.0,14.0,3.0,1.0,1.0,0.0,2.1,3.19,3.38
2008-09-14,2008-2009,LALIGA,Real Madrid,Numancia,4,3,H,4.0,2.0,H,19.0,12.0,10.0,4.0,6.0,3.0,17.0,14.0,0.0,1.0,0.0,0.0,1.23,5.34,11.55
2008-09-14,2008-2009,LALIGA,Recreativo,Espanol,0,1,A,0.0,0.0,D,8.0,4.0,3.0,1.0,7.0,4.0,20.0,16.0,3.0,3.0,0.0,0.0,2.29,3.2,2.97
2008-09-14,2008-2009,LALIGA,Sevilla,Sp Gijon,4,3,H,3.0,3.0,D,26.0,13.0,13.0,8.0,9.0,3.0,14.0,16.0,3.0,3.0,0.0,0.0,1.32,4.59,8.9
2008-09-14,2008-2009,LALIGA,Villarreal,La Coruna,1,0,H,1.0,0.0,H,19.0,6.0,8.0,2.0,10.0,3.0,15.0,16.0,3.0,2.0,0.0,0.0,1.9,3.27,3.93
2008-09-14,2008-2009,SERIEA,Bologna,Atalanta,0,1,A,0.0,1.0,A,6.0,13.0,2.0,2.0,7.0,5.0,19.0,25.0,2.0,6.0,0.0,0.0,2.24,2.92,3.36
2008-09-14,2008-2009,SERIEA,Genoa,Milan,2,0,H,1.0,0.0,H,16.0,18.0,8.0,6.0,6.0,5.0,11.0,17.0,2.0,4.0,0.0,0.0,4.4,3.15,1.84
2008-09-14,2008-2009,SERIEA,Juventus,Udinese,1,0,H,0.0,0.0,D,19.0,7.0,6.0,3.0,7.0,2.0,17.0,16.0,0.0,1.0,0.0,0.0,1.51,3.61,6.92
2008-09-14,2008-2009,SERIEA,Lazio,Sampdoria,2,0,H,1.0,0.0,H,14.0,9.0,4.0,3.0,5.0,10.0,13.0,20.0,0.0,2.0,0.0,0.0,2.19,2.93,3.45
2008-09-14,2008-2009,SERIEA,Lecce,Chievo,2,0,H,0.0,0.0,D,11.0,12.0,4.0,1.0,3.0,5.0,24.0,23.0,2.0,2.0,0.0,0.0,2.38,2.88,3.13
2008-09-14,2008-2009,SERIEA,Napoli,Fiorentina,2,1,H,0.0,1.0,A,15.0,19.0,5.0,7.0,4.0,4.0,14.0,13.0,3.0,3.0,0.0,0.0,2.5,2.91,2.88
2008-09-14,2008-2009,SERIEA,Reggina,Torino,1,1,D,1.0,1.0,D,12.0,7.0,1.0,5.0,9.0,5.0,22.0,25.0,3.0,1.0,0.0,0.0,2.46,2.9,2.97
2008-09-14,2008-2009,SERIEA,Siena,Cagliari,2,0,H,1.0,0.0,H,9.0,10.0,6.0,3.0,7.0,6.0,16.0,12.0,3.0,3.0,0.0,0.0,1.94,3.02,4.13
2008-09-15,2008-2009,EPL,Tottenham,Aston Villa,1,2,A,0.0,1.0,A,17.0,17.0,10.0,13.0,12.0,8.0,15.0,12.0,1.0,4.0,0.0,0.0,2.04,3.3,3.54
2008-09-20,2008-2009,EPL,Blackburn,Fulham,1,0,H,0.0,0.0,D,11.0,11.0,4.0,5.0,4.0,3.0,13.0,11.0,2.0,0.0,0.0,0.0,2.03,3.29,3.6
2008-09-20,2008-2009,EPL,Bolton,Arsenal,1,3,A,1.0,2.0,A,12.0,20.0,8.0,9.0,7.0,17.0,12.0,10.0,2.0,2.0,0.0,0.0,5.86,3.57,1.61
2008-09-20,2008-2009,EPL,Liverpool,Stoke,0,0,D,0.0,0.0,D,27.0,3.0,11.0,2.0,20.0,3.0,8.0,10.0,1.0,1.0,0.0,0.0,1.21,5.83,13.88
2008-09-20,2008-2009,EPL,Sunderland,Middlesbrough,2,0,H,0.0,0.0,D,17.0,14.0,11.0,11.0,8.0,7.0,9.0,16.0,2.0,3.0,0.0,0.0,2.29,3.21,3.09
2008-09-20,2008-2009,EPL,West Ham,Newcastle,3,1,H,2.0,0.0,H,12.0,11.0,6.0,8.0,2.0,6.0,8.0,21.0,1.0,2.0,0.0,0.0,2.02,3.31,3.62
2008-09-20,2008-2009,LALIGA,Ath Madrid,Recreativo,4,0,H,1.0,0.0,H,14.0,9.0,7.0,1.0,6.0,7.0,12.0,18.0,0.0,1.0,0.0,0.0,1.49,3.79,6.89
2008-09-20,2008-2009,LALIGA,Espanol,Getafe,1,1,D,0.0,0.0,D,8.0,17.0,2.0,7.0,2.0,4.0,20.0,14.0,3.0,3.0,0.0,0.0,2.11,3.21,3.41
2008-09-20,2008-2009,SERIEA,Catania,Atalanta,1,0,H,0.0,0.0,D,8.0,22.0,1.0,5.0,4.0,5.0,24.0,10.0,1.0,1.0,0.0,0.0,2.31,2.91,3.24
2008-09-20,2008-2009,SERIEA,Roma,Reggina,3,0,H,1.0,0.0,H,25.0,11.0,9.0,1.0,9.0,3.0,16.0,15.0,0.0,2.0,0.0,0.0,1.31,4.55,9.77
2008-09-21,2008-2009,EPL,Chelsea,Man United,1,1,D,0.0,1.0,A,20.0,13.0,13.0,8.0,7.0,4.0,15.0,18.0,1.0,7.0,0.0,0.0,2.19,3.1,3.44
2008-09-21,2008-2009,EPL,Hull,Everton,2,2,D,1.0,0.0,H,9.0,17.0,5.0,8.0,4.0,6.0,11.0,12.0,0.0,1.0,0.0,0.0,3.06,3.26,2.28
2008-09-21,2008-2009,EPL,Man City,Portsmouth,6,0,H,2.0,0.0,H,14.0,10.0,10.0,4.0,8.0,5.0,13.0,14.0,0.0,1.0,0.0,0.0,1.98,3.28,3.8
2008-09-21,2008-2009,EPL,Tottenham,Wigan,0,0,D,0.0,0.0,D,11.0,14.0,4.0,6.0,3.0,4.0,13.0,12.0,2.0,2.0,0.0,0.0,1.7,3.47,5.06
2008-09-21,2008-2009,EPL,West Brom,Aston Villa,1,2,A,1.0,2.0,A,10.0,10.0,6.0,5.0,5.0,6.0,22.0,16.0,3.0,3.0,0.0,0.0,3.09,3.26,2.26
2008-09-21,2008-2009,LALIGA,Almeria,Malaga,1,0,H,0.0,0.0,D,11.0,3.0,3.0,0.0,3.0,1.0,20.0,17.0,1.0,4.0,1.0,1.0,1.79,3.35,4.45
2008-09-21,2008-2009,LALIGA,Ath Bilbao,Valladolid,2,0,H,0.0,0.0,D,20.0,12.0,6.0,2.0,4.0,2.0,17.0,17.0,3.0,2.0,0.0,0.0,2.05,3.22,3.51
2008-09-21,2008-2009,LALIGA,Betis,Sevilla,0,0,D,0.0,0.0,D,14.0,11.0,3.0,1.0,5.0,8.0,18.0,16.0,2.0,2.0,0.0,0.0,3.08,3.17,2.28
2008-09-21,2008-2009,LALIGA,La Coruna,Mallorca,0,0,D,0.0,0.0,D,17.0,14.0,6.0,2.0,6.0,8.0,15.0,23.0,5.0,3.0,1.0,1.0,1.87,3.28,4.15
2008-09-21,2008-2009,LALIGA,Numancia,Villarreal,1,2,A,1.0,0.0,H,14.0,20.0,4.0,7.0,4.0,5.0,15.0,15.0,1.0,1.0,0.0,0.0,3.11,3.23,2.23
2008-09-21,2008-2009,LALIGA,Santander,Real Madrid,0,2,A,0.0,0.0,D,13.0,9.0,2.0,3.0,10.0,4.0,19.0,16.0,0.0,5.0,0.0,0.0,3.5,3.28,2.04
2008-09-21,2008-2009,LALIGA,Sp Gijon,Barcelona,1,6,A,0.0,2.0,A,5.0,23.0,2.0,8.0,3.0,14.0,16.0,8.0,2.0,0.0,1.0,0.0,6.85,3.67,1.51
2008-09-21,2008-2009,LALIGA,Valencia,Osasuna,1,0,H,0.0,0.0,D,12.0,6.0,2.0,2.0,5.0,2.0,20.0,11.0,1.0,1.0,0.0,1.0,1.69,3.46,5.01
2008-09-21,2008-2009,SERIEA,Cagliari,Juventus,0,1,A,0.0,1.0,A,12.0,17.0,5.0,5.0,3.0,6.0,9.0,21.0,1.0,1.0,0.0,0.0,5.83,3.46,1.6
2008-09-21,2008-2009,SERIEA,Fiorentina,Bologna,1,0,H,1.0,0.0,H,23.0,10.0,8.0,4.0,4.0,4.0,25.0,14.0,3.0,1.0,0.0,0.0,1.48,3.65,7.26
2008-09-21,2008-2009,SERIEA,Lecce,Siena,1,1,D,0.0,1.0,A,10.0,11.0,5.0,3.0,5.0,6.0,17.0,24.0,3.0,4.0,0.0,0.0,2.21,2.9,3.44
2008-09-21,2008-2009,SERIEA,Milan,Lazio,4,1,H,2.0,1.0,H,14.0,12.0,9.0,4.0,7.0,6.0,20.0,15.0,2.0,1.0,0.0,0.0,1.68,3.35,5.25
2008-09-21,2008-2009,SERIEA,Palermo,Genoa,2,1,H,1.0,0.0,H,14.0,10.0,5.0,3.0,4.0,4.0,18.0,24.0,1.0,2.0,0.0,0.0,2.01,3.03,3.85
2008-09-21,2008-2009,SERIEA,Sampdoria,Chievo,1,1,D,0.0,0.0,D,10.0,6.0,3.0,1.0,4.0,0.0,16.0,15.0,2.0,2.0,0.0,0.0,1.57,3.44,6.38
2008-09-21,2008-2009,SERIEA,Torino,Inter,1,3,A,0.0,2.0,A,14.0,8.0,5.0,5.0,8.0,0.0,15.0,18.0,3.0,1.0,0.0,0.0,5.43,3.35,1.66
2008-09-21,2008-2009,SERIEA,Udinese,Napoli,0,0,D,0.0,0.0,D,14.0,9.0,4.0,1.0,1.0,2.0,10.0,18.0,0.0,2.0,0.0,0.0,2.1,3.0,3.61
2008-09-24,2008-2009,LALIGA,Barcelona,Betis,3,2,H,2.0,0.0,H,18.0,8.0,8.0,3.0,6.0,5.0,11.0,19.0,2.0,3.0,0.0,0.0,1.24,5.25,12.15
2008-09-24,2008-2009,LALIGA,Getafe,Ath Madrid,1,2,A,0.0,1.0,A,18.0,9.0,6.0,5.0,7.0,2.0,9.0,18.0,2.0,4.0,0.0,0.0,2.82,3.18,2.4
2008-09-24,2008-2009,LALIGA,Osasuna,La Coruna,0,0,D,0.0,0.0,D,14.0,6.0,2.0,1.0,8.0,3.0,12.0,13.0,1.0,2.0,0.0,1.0,2.25,3.19,3.06
2008-09-24,2008-2009,LALIGA,Real Madrid,Sp Gijon,7,1,H,3.0,0.0,H,16.0,15.0,12.0,3.0,3.0,2.0,14.0,17.0,0.0,0.0,0.0,0.0,1.15,6.56,15.15
2008-09-24,2008-2009,LALIGA,Sevilla,Espanol,2,0,H,0.0,0.0,D,20.0,5.0,10.0,1.0,3.0,2.0,17.0,24.0,3.0,6.0,0.0,0.0,1.59,3.58,5.68
2008-09-24,2008-2009,LALIGA,Villarreal,Santander,2,0,H,2.0,0.0,H,7.0,6.0,5.0,3.0,1.0,5.0,3.0,6.0,3.0,5.0,0.0,0.0,1.61,3.52,5.62
2008-09-24,2008-2009,SERIEA,Atalanta,Cagliari,1,0,H,0.0,0.0,D,16.0,10.0,7.0,2.0,6.0,3.0,25.0,17.0,1.0,3.0,0.0,0.0,1.7,3.27,5.18
2008-09-24,2008-2009,SERIEA,Bologna,Udinese,0,3,A,0.0,2.0,A,9.0,15.0,1.0,3.0,2.0,6.0,16.0,28.0,3.0,2.0,1.0,0.0,2.54,2.96,2.79
2008-09-24,2008-2009,SERIEA,Chievo,Torino,1,1,D,0.0,1.0,A,14.0,8.0,5.0,2.0,8.0,3.0,17.0,23.0,3.0,2.0,0.0,1.0,2.27,2.93,3.27
2008-09-24,2008-2009,SERIEA,Genoa,Roma,3,1,H,1.0,1.0,D,14.0,12.0,6.0,4.0,5.0,4.0,16.0,19.0,3.0,5.0,0.0,1.0,3.49,3.04,2.12
2008-09-24,2008-2009,SERIEA,Inter,Lecce,1,0,H,0.0,0.0,D,14.0,5.0,2.0,2.0,7.0,2.0,12.0,15.0,2.0,1.0,0.0,0.0,1.16,6.27,15.05
2008-09-24,2008-2009,SERIEA,Juventus,Catania,1,1,D,1.0,0.0,H,22.0,8.0,8.0,4.0,5.0,3.0,16.0,33.0,0.0,3.0,0.0,0.0,1.27,4.88,10.7
2008-09-24,2008-2009,SERIEA,Lazio,Fiorentina,3,0,H,0.0,0.0,D,23.0,8.0,10.0,1.0,7.0,6.0,18.0,17.0,2.0,3.0,0.0,0.0,2.42,2.95,2.98
2008-09-24,2008-2009,SERIEA,Napoli,Palermo,2,1,H,1.0,0.0,H,14.0,17.0,4.0,4.0,1.0,6.0,17.0,17.0,2.0,3.0,0.0,0.0,1.97,3.05,3.98
2008-09-24,2008-2009,SERIEA,Reggina,Milan,1,2,A,0.0,1.0,A,16.0,8.0,7.0,4.0,3.0,1.0,26.0,26.0,1.0,3.0,0.0,0.0,6.43,3.53,1.54
2008-09-24,2008-2009,SERIEA,Siena,Sampdoria,0,0,D,0.0,0.0,D,6.0,8.0,0.0,2.0,2.0,7.0,23.0,17.0,1.0,2.0,0.0,0.0,2.63,2.95,2.71
2008-09-25,2008-2009,LALIGA,Malaga,Valencia,0,2,A,0.0,0.0,D,9.0,10.0,3.0,5.0,2.0,3.0,17.0,24.0,4.0,1.0,1.0,0.0,3.66,3.26,1.98
2008-09-25,2008-2009,LALIGA,Mallorca,Numancia,2,0,H,1.0,0.0,H,11.0,11.0,7.0,1.0,6.0,3.0,19.0,15.0,1.0,2.0,0.0,0.0,1.88,3.31,3.91
2008-09-25,2008-2009,LALIGA,Recreativo,Ath Bilbao,1,1,D,0.0,0.0,D,13.0,10.0,7.0,3.0,5.0,3.0,14.0,21.0,2.0,3.0,0.0,0.0,2.31,3.18,2.92
2008-09-25,2008-2009,LALIGA,Valladolid,Almeria,2,0,H,0.0,0.0,D,14.0,4.0,5.0,2.0,6.0,0.0,17.0,16.0,3.0,1.0,1.0,0.0,2.21,3.22,3.08
2008-09-27,2008-2009,EPL,Arsenal,Hull,1,2,A,0.0,0.0,D,18.0,7.0,9.0,5.0,15.0,4.0,8.0,7.0,2.0,1.0,0.0,0.0,1.2,5.73,14.73
2008-09-27,2008-2009,EPL,Aston Villa,Sunderland,2,1,H,2.0,1.0,H,12.0,9.0,8.0,3.0,5.0,5.0,8.0,9.0,1.0,1.0,0.0,0.0,1.6,3.62,5.78
